Time	Node	Type	Packets	
42	Node2	CacheMisses	0
42	Node3	CacheHits	0
42	Node3	CacheMisses	0
42	Node4	CacheHits	0
42	Node4	CacheMisses	0
42	Node5	CacheHits	0
42	Node5	CacheMisses	0
42	Node6	CacheHits	0
42	Node6	CacheMisses	0
42	Node7	CacheHits	0
42	Node7	CacheMisses	0
42	Node8	CacheHits	0
42	Node8	CacheMisses	0
42	Node9	CacheHits	0
42	Node9	CacheMisses	0
42	Node10	CacheHits	0
42	Node10	CacheMisses	0
42	Node11	CacheHits	0
42	Node11	CacheMisses	0
42	Node12	CacheHits	0
42	Node12	CacheMisses	0
42	Node13	CacheHits	0
42	Node13	CacheMisses	0
42	Node14	CacheHits	0
42	Node14	CacheMisses	0
42	Node15	CacheHits	0
42	Node15	CacheMisses	0
42	Node16	CacheHits	0
42	Node16	CacheMisses	0
42	Node17	CacheHits	0
42	Node17	CacheMisses	0
42	Node18	CacheHits	0
42	Node18	CacheMisses	0
42	Node19	CacheHits	0
42	Node19	CacheMisses	0
42	Node20	CacheHits	0
42	Node20	CacheMisses	0
42	Node21	CacheHits	0
42	Node21	CacheMisses	0
42	Node22	CacheHits	0
42	Node22	CacheMisses	0
42	Node23	CacheHits	0
42	Node23	CacheMisses	0
42	Node24	CacheHits	0
42	Node24	CacheMisses	0
44	Node1	CacheHits	0
44	Node1	CacheMisses	0
44	Node2	CacheHits	0
44	Node2	CacheMisses	0
44	Node3	CacheHits	0
44	Node3	CacheMisses	0
44	Node4	CacheHits	0
44	Node4	CacheMisses	0
44	Node5	CacheHits	0
44	Node5	CacheMisses	0
44	Node6	CacheHits	0
44	Node6	CacheMisses	0
44	Node7	CacheHits	0
44	Node7	CacheMisses	0
44	Node8	CacheHits	0
44	Node8	CacheMisses	0
44	Node9	CacheHits	0
44	Node9	CacheMisses	0
44	Node10	CacheHits	0
44	Node10	CacheMisses	0
44	Node11	CacheHits	0
44	Node11	CacheMisses	0
44	Node12	CacheHits	0
44	Node12	CacheMisses	0
44	Node13	CacheHits	0
44	Node13	CacheMisses	0
44	Node14	CacheHits	0
44	Node14	CacheMisses	0
44	Node15	CacheHits	0
44	Node15	CacheMisses	0
44	Node16	CacheHits	0
44	Node16	CacheMisses	0
44	Node17	CacheHits	0
44	Node17	CacheMisses	0
44	Node18	CacheHits	0
44	Node18	CacheMisses	0
44	Node19	CacheHits	0
44	Node19	CacheMisses	0
44	Node20	CacheHits	0
44	Node20	CacheMisses	0
44	Node21	CacheHits	0
44	Node21	CacheMisses	0
44	Node22	CacheHits	0
44	Node22	CacheMisses	0
44	Node23	CacheHits	0
44	Node23	CacheMisses	0
44	Node24	CacheHits	0
44	Node24	CacheMisses	0
46	Node1	CacheHits	0
46	Node1	CacheMisses	0
46	Node2	CacheHits	0
46	Node2	CacheMisses	0
46	Node3	CacheHits	0
46	Node3	CacheMisses	0
46	Node4	CacheHits	0
46	Node4	CacheMisses	0
46	Node5	CacheHits	0
46	Node5	CacheMisses	0
46	Node6	CacheHits	0
46	Node6	CacheMisses	0
46	Node7	CacheHits	0
46	Node7	CacheMisses	0
46	Node8	CacheHits	0
46	Node8	CacheMisses	0
46	Node9	CacheHits	0
46	Node9	CacheMisses	0
46	Node10	CacheHits	0
46	Node10	CacheMisses	0
46	Node11	CacheHits	0
46	Node11	CacheMisses	0
46	Node12	CacheHits	0
46	Node12	CacheMisses	0
46	Node13	CacheHits	0
46	Node13	CacheMisses	0
46	Node14	CacheHits	0
46	Node14	CacheMisses	0
46	Node15	CacheHits	0
46	Node15	CacheMisses	0
46	Node16	CacheHits	0
46	Node16	CacheMisses	0
46	Node17	CacheHits	0
46	Node17	CacheMisses	0
46	Node18	CacheHits	0
46	Node18	CacheMisses	0
46	Node19	CacheHits	0
46	Node19	CacheMisses	0
46	Node20	CacheHits	0
46	Node20	CacheMisses	0
46	Node21	CacheHits	0
46	Node21	CacheMisses	0
46	Node22	CacheHits	0
46	Node22	CacheMisses	0
46	Node23	CacheHits	0
46	Node23	CacheMisses	0
46	Node24	CacheHits	0
46	Node24	CacheMisses	0
48	Node1	CacheHits	0
48	Node1	CacheMisses	0
48	Node2	CacheHits	0
48	Node2	CacheMisses	0
48	Node3	CacheHits	0
48	Node3	CacheMisses	0
48	Node4	CacheHits	0
48	Node4	CacheMisses	0
48	Node5	CacheHits	0
48	Node5	CacheMisses	0
48	Node6	CacheHits	0
48	Node6	CacheMisses	0
48	Node7	CacheHits	0
48	Node7	CacheMisses	0
48	Node8	CacheHits	0
48	Node8	CacheMisses	0
48	Node9	CacheHits	0
48	Node9	CacheMisses	0
48	Node10	CacheHits	0
48	Node10	CacheMisses	0
48	Node11	CacheHits	0
48	Node11	CacheMisses	0
48	Node12	CacheHits	0
48	Node12	CacheMisses	0
48	Node13	CacheHits	0
48	Node13	CacheMisses	0
48	Node14	CacheHits	0
48	Node14	CacheMisses	0
48	Node15	CacheHits	0
48	Node15	CacheMisses	0
48	Node16	CacheHits	0
48	Node16	CacheMisses	0
48	Node17	CacheHits	0
48	Node17	CacheMisses	0
48	Node18	CacheHits	0
48	Node18	CacheMisses	0
48	Node19	CacheHits	0
48	Node19	CacheMisses	0
48	Node20	CacheHits	0
48	Node20	CacheMisses	0
48	Node21	CacheHits	0
48	Node21	CacheMisses	0
48	Node22	CacheHits	0
48	Node22	CacheMisses	0
48	Node23	CacheHits	0
48	Node23	CacheMisses	0
48	Node24	CacheHits	0
48	Node24	CacheMisses	0
